Date,Country,Confirmed,Deaths,Recovered
2020-04-11,Nepal,9653,415,3530
2020-04-27,Pakistan,3295,300,465
2020-04-03,Nepal,8969,290,7921
2020-04-05,Nepal,9285,368,6124
2020-04-19,Nepal,9980,703,5948
2020-04-20,Nepal,9016,400,5830
2020-04-19,Sri Lanka,8247,458,1068
2020-04-27,India,4954,242,3298
2020-04-10,Pakistan,4111,254,3148
2020-04-26,Pakistan,9705,331,2330
2020-04-07,Bangladesh,6397,193,1653
2020-04-09,Pakistan,2020,30,811
2020-04-23,Sri Lanka,2245,78,910
2020-04-25,Bangladesh,9657,574,6588
2020-04-25,Nepal,2664,42,1133
2020-04-23,Nepal,2447,128,698
2020-04-13,Bangladesh,3714,323,1166
2020-04-16,Bangladesh,2913,15,2214
2020-04-28,Sri Lanka,5151,211,4515
2020-04-19,Pakistan,1519,53,503
2020-04-07,Pakistan,7547,725,761
2020-04-12,Bangladesh,7571,187,2171
2020-04-17,Pakistan,8998,277,2600
2020-04-30,Pakistan,6610,96,3029
2020-04-18,Nepal,8012,161,789
2020-04-05,India,3932,354,130
2020-05-01,Nepal,9340,161,1546
2020-04-23,Sri Lanka,6843,645,6072
2020-04-08,Sri Lanka,5057,441,1658
2020-04-06,India,9734,441,7301
2020-04-19,Pakistan,1412,53,1048
2020-04-05,Sri Lanka,6581,180,6250
2020-04-24,Nepal,1332,39,434
2020-05-01,India,8623,190,5919
2020-04-03,Pakistan,7980,144,3004
2020-04-15,Pakistan,2897,114,2425
2020-04-17,Pakistan,6940,303,2697
2020-04-12,India,9304,548,580
2020-04-26,India,1808,118,539
2020-04-09,Sri Lanka,9150,620,158
2020-04-09,India,1401,132,746
2020-04-17,Bangladesh,4629,259,1683
2020-04-30,India,7509,357,2665
2020-04-29,Pakistan,1303,109,849
2020-04-10,India,9681,306,338
2020-04-09,Pakistan,2445,30,599
2020-04-16,India,9801,702,4807
2020-04-24,India,1969,184,1051
2020-04-22,Bangladesh,2325,169,419
2020-04-13,Bangladesh,4722,446,3976
2020-04-27,Pakistan,9989,679,6984
2020-04-01,Pakistan,4952,351,2804
2020-04-05,Bangladesh,9566,567,7968
2020-04-25,Bangladesh,3139,282,2048
2020-04-16,India,2200,13,573
2020-04-27,Sri Lanka,9941,675,870
2020-04-09,Sri Lanka,3983,124,1938
2020-04-29,Pakistan,1107,30,723
2020-04-04,Bangladesh,1006,48,799
2020-04-16,Bangladesh,7885,271,7607
2020-04-24,Bangladesh,5730,329,5113
2020-05-01,Sri Lanka,9189,279,1678
2020-04-18,Pakistan,5783,541,2776
2020-04-07,India,6458,255,3884
2020-04-27,Nepal,4369,13,925
2020-04-29,Bangladesh,7317,546,5913
2020-04-30,Bangladesh,5355,72,4396
2020-04-26,Bangladesh,8073,550,1302
2020-04-16,Bangladesh,6863,542,1376
2020-04-01,India,6699,378,3156
2020-04-27,Pakistan,8301,75,1279
2020-04-11,Bangladesh,2945,92,1187
2020-04-27,Nepal,1373,112,730
2020-04-19,Bangladesh,3736,48,111
2020-04-19,Bangladesh,4874,238,4462
2020-04-17,Sri Lanka,2540,128,437
2020-04-20,India,8951,838,3806
2020-04-20,Pakistan,9889,508,3218
2020-04-17,Nepal,7462,475,1094
2020-04-05,Sri Lanka,2414,33,489
2020-04-07,Nepal,6540,245,4739
2020-04-11,Nepal,8384,495,257
2020-04-18,Sri Lanka,6192,488,4911
2020-04-11,Bangladesh,6756,444,2489
2020-04-03,Bangladesh,6231,586,4767
2020-04-09,India,4446,183,3068
2020-04-11,India,7861,490,456
2020-04-13,India,1792,45,1472
2020-04-07,India,7052,482,5178
2020-04-15,Pakistan,2225,186,387
2020-04-26,Bangladesh,7245,69,2616
2020-04-22,Bangladesh,1706,167,1279
2020-04-14,India,6511,154,3481
2020-05-01,Nepal,7357,457,6875
2020-04-03,India,8451,134,6953
2020-04-04,Bangladesh,1820,57,1195
2020-04-04,Sri Lanka,1930,29,1541
2020-04-09,Bangladesh,4468,437,1287
2020-04-21,Bangladesh,3847,368,1471
2020-04-18,Pakistan,4324,269,1048
2020-04-28,India,5752,347,2559
2020-04-14,Bangladesh,3393,177,1980
2020-04-05,Bangladesh,2661,45,2021
2020-04-05,Pakistan,5776,116,3587
2020-04-10,Bangladesh,9342,290,7681
2020-04-03,Bangladesh,9931,402,1111
2020-04-15,Pakistan,6212,234,2708
2020-04-16,Sri Lanka,6746,49,1620
2020-04-26,Sri Lanka,1152,98,768
2020-04-01,Nepal,2350,218,1037
2020-04-21,Bangladesh,7867,195,2875
2020-04-09,India,6836,72,5422
2020-04-18,India,1325,62,414
2020-04-02,Bangladesh,7743,639,3831
2020-04-30,India,1375,68,815
2020-04-01,Bangladesh,4340,81,3553
2020-04-05,Pakistan,9639,767,7134
2020-04-20,Sri Lanka,6818,216,3064
2020-04-20,Nepal,4172,24,3832
2020-04-26,Pakistan,8841,108,5789
2020-04-04,India,6930,537,3993
2020-04-07,Pakistan,2909,178,1858
2020-04-29,India,7910,578,3478
2020-04-07,Pakistan,6085,544,5072
2020-04-08,Sri Lanka,4777,46,2503
2020-04-12,Pakistan,6279,317,933
2020-04-23,Sri Lanka,9179,491,8140
2020-04-06,Sri Lanka,7499,446,1114
2020-04-20,Nepal,1441,138,789
2020-04-03,Nepal,3442,107,769
2020-04-03,Sri Lanka,4938,377,814
2020-04-12,Bangladesh,8584,619,1684
2020-04-26,Pakistan,4902,455,3171
2020-04-29,Bangladesh,2757,244,1317
2020-04-29,Bangladesh,3244,320,2798
2020-04-19,Nepal,2966,269,2524
2020-04-11,Bangladesh,4197,231,558
2020-04-09,Sri Lanka,9869,796,7137
2020-04-15,Sri Lanka,5725,91,2265
2020-04-18,Sri Lanka,7957,284,5387
2020-04-02,Bangladesh,3594,89,2702
2020-04-09,Nepal,2883,173,2361
2020-04-03,Nepal,8615,316,5913
2020-04-30,Sri Lanka,5779,133,4791
2020-04-25,Sri Lanka,7323,488,1710
2020-04-10,Pakistan,5703,514,1840
2020-04-12,Bangladesh,2799,61,1969
2020-04-10,India,4413,155,1475
2020-04-18,Nepal,7930,341,2668
2020-05-01,India,3770,299,2379
2020-04-24,Nepal,7099,602,3123
2020-04-26,India,5615,132,5219
2020-04-15,Bangladesh,5709,204,2515
2020-05-01,India,9887,564,841
2020-04-04,India,3674,11,1082
2020-04-08,Nepal,1005,79,253
2020-04-09,Sri Lanka,6306,255,3543
2020-04-26,Sri Lanka,6394,112,5818
2020-04-17,Bangladesh,7298,313,1020
2020-04-26,Sri Lanka,7831,122,5290
2020-04-13,Bangladesh,4975,484,517
2020-04-20,Sri Lanka,5427,82,3035
2020-04-11,Sri Lanka,7304,499,4035
2020-04-09,Sri Lanka,2706,137,2460
2020-04-28,Pakistan,4951,436,1158
2020-04-22,Pakistan,7399,361,2693
2020-04-03,Sri Lanka,7884,644,5049
2020-04-27,Bangladesh,6391,518,5760
2020-04-08,India,3890,132,2490
2020-04-02,Pakistan,3695,219,709
2020-04-12,Bangladesh,8072,36,1969
2020-04-23,India,8107,599,1143
2020-04-01,Bangladesh,9943,254,3714
2020-04-03,Sri Lanka,9081,860,1204
2020-04-30,India,5012,472,1143
2020-04-13,Pakistan,5934,379,790
2020-04-07,Bangladesh,7791,115,1635
2020-04-30,Nepal,3376,203,2810
2020-04-19,Nepal,6727,393,3240
2020-04-06,Bangladesh,3379,174,2809
2020-04-07,Nepal,6367,183,1494
2020-05-01,Sri Lanka,1017,72,334
2020-04-21,Bangladesh,7924,268,3931
2020-04-15,Bangladesh,4172,323,1418
2020-04-12,Nepal,9764,385,5926
2020-04-13,Pakistan,7032,427,3332
2020-04-08,Pakistan,3682,348,2544
2020-04-11,Nepal,4244,263,842
2020-04-12,Sri Lanka,7555,618,6689
2020-04-25,India,1388,52,1187
2020-04-10,Pakistan,7446,216,1608
2020-04-10,Nepal,6770,507,3571
2020-04-10,Bangladesh,5331,381,1388
2020-04-02,Nepal,3512,26,2686
2020-04-25,India,1395,125,1232
2020-04-11,Bangladesh,2860,105,1265
2020-04-04,India,1226,37,991
2020-04-24,Nepal,2988,212,2690
2020-04-24,Bangladesh,5122,39,3036
2020-04-26,India,6269,198,2578
2020-04-27,Nepal,7817,568,1881
2020-04-27,Bangladesh,6984,355,3598
2020-04-30,India,7695,459,6400
2020-04-14,Nepal,7878,429,4457
2020-04-18,Nepal,5017,350,3090
2020-04-21,Sri Lanka,5223,454,553
2020-04-13,Bangladesh,7444,337,5327
2020-04-20,Sri Lanka,8732,98,6445
2020-04-29,Sri Lanka,2834,152,1329
2020-04-29,India,9797,421,9280
2020-04-17,India,2298,182,783
2020-04-29,Nepal,4806,283,2375
2020-04-15,Bangladesh,3904,142,142
2020-04-18,Bangladesh,7713,168,7091
2020-04-18,Pakistan,9486,919,1244
2020-04-16,Nepal,9195,651,4610
2020-04-12,India,1008,80,473
2020-04-27,Nepal,7128,59,2413
2020-04-10,Bangladesh,8808,337,2637
2020-04-26,Pakistan,2013,129,778
2020-04-23,Nepal,3844,301,1429
2020-04-10,Nepal,5918,46,4449
2020-04-24,Bangladesh,4401,301,3369
2020-04-05,Pakistan,8179,541,6346
2020-04-04,Pakistan,4894,421,2367
2020-04-23,Sri Lanka,9513,883,5253
2020-04-29,India,3719,289,879
2020-04-24,Sri Lanka,9547,550,6252
2020-05-01,Bangladesh,3695,282,754
2020-04-21,Sri Lanka,9550,237,734
2020-04-13,Nepal,9490,286,953
2020-05-01,Nepal,4884,167,2844
2020-04-19,Nepal,5781,512,1631
2020-04-06,Bangladesh,6453,36,1686
2020-04-24,Bangladesh,6137,94,1985
2020-04-22,Sri Lanka,2442,34,2042
2020-04-20,Bangladesh,6205,114,1501
2020-04-12,Nepal,7302,693,309
2020-04-11,Sri Lanka,6280,65,1926
2020-04-16,Sri Lanka,1925,112,1015
2020-04-10,Nepal,5926,285,5120
2020-04-27,Bangladesh,1733,97,730
2020-04-20,Sri Lanka,7143,591,2175
2020-04-23,India,2576,223,765
2020-04-08,India,6000,448,4817
2020-04-20,Pakistan,3181,182,573
2020-04-14,Pakistan,4616,326,2152
2020-04-23,Nepal,1738,165,676
2020-04-22,Sri Lanka,9058,683,592
2020-04-01,India,7034,12,742
2020-04-09,Bangladesh,4168,304,3563
2020-04-15,Sri Lanka,4357,276,4057
2020-04-14,Nepal,6604,659,2999
2020-04-02,Nepal,8513,682,4018
2020-04-05,Bangladesh,3092,62,1617
2020-04-16,India,9212,90,5648
2020-04-24,Nepal,6798,16,111
2020-04-01,India,2286,94,587
2020-04-18,India,2714,216,372
2020-04-26,Nepal,5878,38,5108
2020-04-17,Sri Lanka,2247,95,571
2020-04-24,Pakistan,8544,371,1271
2020-04-11,Sri Lanka,7780,594,5862
2020-04-25,India,8602,591,529
2020-04-27,Nepal,8669,799,6408
2020-04-10,India,5357,161,3737
2020-04-20,India,3731,159,3115
2020-05-01,India,9006,424,2016
2020-04-07,Sri Lanka,6131,285,1787
2020-04-12,Nepal,4644,69,2469
2020-04-14,Nepal,1719,43,777
2020-04-21,Pakistan,9861,905,8867
2020-04-06,India,7451,317,1292
2020-04-27,India,3993,130,2853
2020-04-24,Sri Lanka,4007,122,3511
2020-04-15,India,5405,411,472
2020-04-30,India,7472,540,6123
2020-04-04,Sri Lanka,8986,199,8586
2020-04-12,Nepal,1442,138,192
2020-04-26,Bangladesh,1108,81,528
2020-04-12,Sri Lanka,5937,298,2575
2020-04-08,Pakistan,7332,281,3546
2020-04-13,Sri Lanka,4639,100,1526
2020-04-14,Pakistan,2689,231,235
2020-04-15,Bangladesh,1980,142,1686
2020-04-13,Sri Lanka,7156,606,1196
2020-04-09,Nepal,6985,621,4785
2020-04-21,Sri Lanka,2588,216,2202
2020-04-03,Nepal,9269,672,4008
2020-04-11,India,1325,90,1123
2020-04-16,Nepal,7449,337,4652
2020-04-16,Pakistan,7645,283,5974
2020-04-26,Sri Lanka,7910,754,2048
2020-04-06,Bangladesh,9186,85,2192
2020-04-23,Nepal,8010,492,6503
2020-04-18,India,9338,94,7197
2020-04-19,Bangladesh,1628,28,627
2020-04-26,India,2609,116,1011
2020-04-15,India,5376,158,967
2020-04-08,Nepal,3550,130,1035
2020-04-10,Pakistan,2670,29,1022
2020-04-11,Nepal,1935,18,1756
2020-04-06,Pakistan,8514,281,7137
2020-04-10,Nepal,6776,452,2878
2020-04-22,Nepal,2849,255,2164
2020-04-23,Pakistan,5068,355,2972
2020-04-30,Sri Lanka,6756,598,762
2020-04-02,India,5746,377,1412
2020-04-07,Nepal,2201,189,1497
2020-04-04,Sri Lanka,2659,33,1266
2020-05-01,Nepal,9859,280,3985
2020-04-08,India,1286,110,1120
2020-04-20,India,5233,218,304
2020-04-30,Pakistan,8016,445,1373
2020-04-09,Bangladesh,2338,186,181
2020-04-09,India,4276,42,2182
2020-04-15,Sri Lanka,5368,201,738
2020-04-24,Bangladesh,8813,607,6893
2020-04-15,Bangladesh,4670,23,1016
2020-04-03,Pakistan,6219,86,5938
2020-04-13,India,7511,55,5503
2020-04-13,Pakistan,3014,29,393
2020-04-29,Pakistan,9562,715,3279
2020-04-05,Nepal,6937,635,3510
2020-04-24,Sri Lanka,5551,250,3706
2020-04-10,Sri Lanka,6321,182,3817
2020-04-07,Nepal,5554,410,439
2020-04-04,Bangladesh,3377,37,2856
2020-04-23,Nepal,8898,95,2298
2020-04-11,Nepal,3533,147,1142
2020-04-13,Nepal,4919,234,1117
2020-04-22,Pakistan,8292,74,6534
2020-04-27,Pakistan,4754,309,1963
2020-04-21,Pakistan,7601,72,2196
2020-04-07,Sri Lanka,3531,312,1465
2020-04-24,Nepal,8752,584,385
2020-04-04,Bangladesh,2789,53,2389
2020-04-12,Pakistan,5319,76,2083
2020-04-03,Pakistan,7941,639,7062
2020-04-05,Sri Lanka,7714,328,7003
2020-04-11,Pakistan,4435,169,3769
2020-04-12,Pakistan,1867,92,507
2020-04-28,India,3196,78,597
2020-04-10,Nepal,2811,137,1339
2020-04-17,Pakistan,1231,116,1070
2020-04-05,India,5107,70,1656
2020-04-10,India,1441,50,810
2020-04-30,India,5289,517,1768
2020-04-07,Sri Lanka,4932,36,1809
2020-04-16,Pakistan,3041,91,2698
2020-04-20,Sri Lanka,2215,138,1065
2020-04-16,India,5484,124,2144
2020-04-24,Nepal,4698,54,520
2020-04-29,Sri Lanka,4273,234,761
2020-04-05,Pakistan,8056,732,1910
2020-04-25,Sri Lanka,7693,281,4412
2020-04-21,Bangladesh,7565,596,6920
2020-04-14,Nepal,2714,26,767
2020-04-23,India,3500,57,2651
2020-04-24,Nepal,9318,598,2020
2020-04-09,Bangladesh,4603,60,4218
2020-04-26,India,3713,370,943
2020-04-28,Nepal,3133,114,2068
2020-04-06,Pakistan,9137,321,3341
2020-04-18,Bangladesh,7291,128,2484
2020-04-23,Bangladesh,1731,71,1178
2020-04-27,Pakistan,9650,297,2592
2020-04-20,Pakistan,7178,449,3030
2020-04-28,Nepal,4424,187,3037
2020-04-14,Pakistan,6009,190,1372
2020-04-05,India,8513,139,7660
2020-04-11,Sri Lanka,1794,76,1055
2020-04-12,Sri Lanka,9148,676,4943
2020-04-27,Bangladesh,1608,34,1502
2020-04-27,India,9136,518,7107
2020-04-01,Sri Lanka,2125,114,404
2020-04-03,India,6058,111,4804
2020-05-01,Sri Lanka,1976,109,1423
2020-04-06,Sri Lanka,2251,69,1739
2020-04-08,Nepal,2852,229,2507
2020-04-05,India,5557,81,906
2020-04-20,Nepal,6577,503,2295
2020-04-13,India,4558,296,2618
2020-04-26,Pakistan,7751,485,5832
2020-04-03,Bangladesh,5441,87,810
2020-04-16,India,5690,222,394
2020-04-25,Bangladesh,7019,487,1207
2020-04-08,Nepal,2374,184,1161
2020-04-06,Pakistan,2492,156,1061
2020-04-30,India,2081,131,148
2020-04-24,India,4601,56,2837
2020-04-14,India,8557,259,1088
2020-04-08,Sri Lanka,9075,343,192
2020-04-05,Nepal,3261,11,1961
2020-04-16,Sri Lanka,6894,169,4409
2020-04-17,Sri Lanka,4880,12,3291
2020-04-28,India,8188,631,6246
2020-04-23,Nepal,4127,56,3011
2020-04-15,Nepal,1496,18,1037
2020-04-21,Bangladesh,9025,237,1580
2020-04-22,Bangladesh,2682,35,964
2020-04-26,Bangladesh,9178,440,305
2020-04-09,Sri Lanka,9708,684,6139
2020-04-18,Bangladesh,3637,261,955
2020-04-04,Nepal,1128,55,820
2020-04-29,Bangladesh,3601,201,132
2020-04-01,Nepal,6284,155,3029
2020-04-12,Pakistan,8636,513,1430
2020-04-25,Pakistan,2968,270,1913
2020-04-08,Sri Lanka,5104,103,2225
2020-04-30,India,2547,164,1404
2020-04-06,India,2912,104,2389
2020-04-19,Pakistan,5568,504,3188
2020-04-07,Sri Lanka,7709,402,6639
2020-04-27,India,9036,495,1738
2020-04-14,Bangladesh,3247,280,1000
2020-04-12,Nepal,8680,701,7702
2020-04-17,Bangladesh,1324,34,345
2020-04-16,Pakistan,1821,73,507
2020-04-11,Sri Lanka,7942,555,4771
2020-04-01,Nepal,4019,383,1904
2020-04-21,Pakistan,6526,547,411
2020-04-05,Bangladesh,3819,237,2590
2020-04-14,Sri Lanka,7835,230,3845
2020-04-19,Sri Lanka,5489,433,1434
2020-04-28,Bangladesh,5037,219,2852
2020-04-17,Pakistan,4488,156,418
2020-04-06,Nepal,8139,399,2741
2020-04-12,Bangladesh,8957,695,2100
2020-04-21,India,7690,254,3782
2020-04-15,Pakistan,6492,182,5518
2020-04-25,Pakistan,1409,50,211
2020-04-08,India,4200,171,2014
2020-04-14,Bangladesh,1615,37,158
2020-04-02,Bangladesh,8419,749,5339
2020-04-01,Sri Lanka,5634,562,4853
2020-04-16,Sri Lanka,3714,295,1273
2020-04-09,India,3582,41,941
2020-04-12,Nepal,6484,242,3693
2020-04-14,Bangladesh,5180,251,3741
2020-04-29,Sri Lanka,3768,196,2668
2020-04-26,India,7256,318,375
2020-04-07,Sri Lanka,5443,161,1366
2020-05-01,India,5708,436,369
2020-04-16,Sri Lanka,7713,470,5981
2020-04-23,Pakistan,4664,91,4357
2020-04-05,Pakistan,6821,530,747
2020-04-24,Nepal,1310,112,390
2020-04-02,Nepal,2036,60,1349
2020-04-27,Bangladesh,9288,578,6850
2020-04-11,Bangladesh,2083,131,990
2020-04-01,Pakistan,2883,63,2620
2020-04-26,Bangladesh,8123,208,706
2020-04-22,Pakistan,8723,566,6267
2020-04-07,Bangladesh,8922,233,1513
2020-04-01,Bangladesh,4932,93,3312
2020-04-08,Sri Lanka,4094,190,2757
2020-04-27,Sri Lanka,6919,113,6460
2020-04-20,Bangladesh,5109,392,1570
2020-04-26,Bangladesh,7990,370,2830
2020-04-14,Pakistan,3271,101,1390
2020-04-12,Bangladesh,8952,151,8009
2020-04-12,Pakistan,5259,500,2154
2020-04-05,Bangladesh,6176,566,4614
2020-04-20,Sri Lanka,3786,291,2194
2020-04-16,Nepal,4487,308,3698
2020-04-11,Bangladesh,5696,51,5067
2020-04-02,Bangladesh,4928,175,3450
2020-04-12,Pakistan,7370,162,5491
2020-04-07,Pakistan,6503,628,363
2020-04-08,Nepal,1306,55,249
2020-04-06,Sri Lanka,8289,783,901
2020-04-12,Sri Lanka,8881,774,757
2020-04-24,Pakistan,1572,60,866
2020-04-11,India,3213,167,1892
2020-04-12,Nepal,7289,713,2336
2020-04-16,Pakistan,5756,261,4426
2020-04-20,Sri Lanka,2953,272,2331
2020-04-15,India,3059,152,137
2020-04-30,Bangladesh,9970,66,4532
2020-04-17,Nepal,6499,88,5512
2020-04-07,India,3957,244,3525
2020-04-09,India,5704,84,4798
2020-04-03,Nepal,7117,190,749
2020-04-25,Sri Lanka,2885,138,1412
2020-04-06,Sri Lanka,6746,511,747
2020-04-27,Pakistan,5775,346,733
2020-04-20,Bangladesh,3897,202,691
2020-04-01,Sri Lanka,7431,739,4718
2020-04-07,Bangladesh,4654,431,1128
2020-04-21,India,9267,29,2165
2020-04-21,Nepal,1267,77,270
2020-04-10,India,2615,60,686
2020-04-05,Sri Lanka,7854,269,6286
2020-04-04,Sri Lanka,6175,334,292
2020-04-14,India,2581,243,640
2020-05-01,Pakistan,4066,187,985
2020-04-25,Pakistan,5372,472,1702
2020-04-28,Pakistan,6158,397,2155
2020-04-27,Bangladesh,1239,51,680
2020-04-29,Nepal,8633,306,3995
2020-04-12,Nepal,6730,246,4290
2020-04-28,Pakistan,3160,201,523
2020-04-26,Nepal,4481,410,1864
2020-04-02,Pakistan,4370,336,3435
2020-04-03,Bangladesh,7067,125,4244
2020-04-24,Sri Lanka,4881,243,709
2020-04-20,Nepal,3921,283,1473
2020-04-24,Sri Lanka,1448,67,592
2020-04-07,Pakistan,4975,65,4833
2020-04-03,India,8921,592,7519
2020-04-23,India,1945,39,1020
2020-04-20,India,4696,71,3192
2020-04-28,Pakistan,4920,71,4443
2020-04-11,Bangladesh,3505,279,1387
2020-04-02,Pakistan,2825,244,2468
2020-05-01,Bangladesh,7555,264,1532
2020-04-10,India,6914,142,6146
2020-04-18,India,5139,455,130
2020-04-01,Nepal,9853,411,2408
2020-04-06,India,3226,92,1293
2020-04-07,Sri Lanka,9957,265,4895
2020-04-09,Nepal,5761,253,1121
2020-04-16,Sri Lanka,4793,466,1933
2020-04-26,India,5065,47,679
2020-04-18,Bangladesh,6639,217,2073
2020-04-10,Nepal,3183,273,2427
2020-04-15,Sri Lanka,8888,178,4546
2020-04-20,India,6073,473,1894
2020-05-01,Nepal,2853,140,1268
2020-04-25,Pakistan,8278,464,5477
2020-04-16,Bangladesh,6676,13,936
2020-04-21,Pakistan,2180,192,1283
2020-04-15,India,6749,247,2146
2020-04-14,India,8615,721,4177
2020-04-02,India,1066,16,675
2020-05-01,India,4613,288,2844
2020-04-26,Sri Lanka,9637,648,8732
2020-04-06,India,6048,283,1650
2020-04-14,Bangladesh,3977,231,2872
2020-04-22,India,3302,167,2735
2020-04-14,India,9892,251,2928
2020-05-01,Pakistan,2834,231,1490
2020-04-05,India,8918,556,1248
2020-04-13,India,6212,62,2450
2020-04-16,Pakistan,2727,70,1882
2020-04-09,India,9795,89,6648
2020-04-22,Sri Lanka,5166,63,4413
2020-04-10,Bangladesh,3577,106,2502
2020-04-12,India,6013,227,5426
2020-04-05,Sri Lanka,9984,174,4742
2020-04-03,India,8801,757,7403
2020-04-16,India,9453,553,5804
2020-04-16,Nepal,7025,437,6534
2020-04-06,Nepal,2775,233,610
2020-04-13,Pakistan,8985,77,6526
2020-05-01,Bangladesh,8632,636,911
2020-04-15,Bangladesh,8527,518,2412
2020-04-28,India,4500,151,1077
2020-04-06,India,9619,299,4632
2020-04-27,India,4775,427,1180
2020-04-26,Pakistan,8397,206,3479
2020-04-12,Pakistan,4885,415,1647
2020-05-01,Bangladesh,6314,245,1331
2020-05-01,Pakistan,6712,275,3081
2020-04-08,Pakistan,9877,483,1398
2020-04-11,Sri Lanka,8076,162,1768
2020-04-23,Bangladesh,8702,428,5893
2020-04-27,Nepal,4295,373,2273
2020-04-27,Bangladesh,7533,59,340
2020-04-04,Nepal,3226,218,2821
2020-04-21,Sri Lanka,2899,31,572
2020-04-13,Nepal,4965,179,3549
2020-04-14,India,9765,841,6873
2020-04-14,Pakistan,4156,27,3478
2020-04-09,India,7815,298,4625
2020-04-29,India,4424,412,3878
2020-04-21,Bangladesh,3786,82,180
2020-04-13,Nepal,9105,602,399
2020-04-29,Nepal,6535,123,827
2020-04-29,Sri Lanka,9329,213,7430
2020-04-26,Nepal,8882,567,4782
2020-04-25,Bangladesh,3393,130,1186
2020-04-22,India,9657,651,8489
2020-04-01,Pakistan,7228,222,5168
2020-04-06,Nepal,5648,282,419
2020-04-15,Pakistan,2180,209,654
2020-04-14,Sri Lanka,4846,256,117
2020-04-03,Nepal,3409,212,1058
2020-04-27,India,1308,80,755
2020-04-09,Bangladesh,6585,512,216
2020-04-03,Pakistan,9878,371,4586
2020-04-02,Nepal,1491,45,349
2020-04-13,Sri Lanka,9338,670,2587
2020-04-14,Sri Lanka,8775,398,1264
2020-04-01,India,9512,813,5261
2020-04-18,Sri Lanka,5254,157,1355
2020-04-03,Sri Lanka,1336,95,699
2020-04-25,Pakistan,1204,79,570
2020-04-29,Pakistan,3080,134,1392
2020-04-28,Nepal,4372,419,1996
2020-04-07,Bangladesh,6433,511,142
2020-04-02,India,2457,119,758
2020-04-02,Nepal,9266,390,8639
2020-04-30,Pakistan,8560,555,3901
2020-04-23,India,8794,714,2085
2020-04-23,Sri Lanka,5292,143,2468
2020-04-17,Bangladesh,9216,721,8464
2020-04-06,India,7318,650,1833
2020-04-15,Pakistan,9075,90,2271
2020-04-25,Nepal,6947,56,6426
2020-04-13,Sri Lanka,9464,580,3253
2020-04-05,Nepal,2443,173,577
2020-04-08,Bangladesh,8687,734,4784
2020-05-01,Sri Lanka,1767,53,1387
2020-04-01,Bangladesh,2376,76,615
2020-04-04,India,8887,282,7097
2020-04-22,Sri Lanka,3064,239,2172
2020-04-06,Bangladesh,4390,85,4064
2020-04-04,India,1214,62,674
2020-04-14,India,8614,660,5665
2020-04-19,Nepal,9658,375,8333
2020-04-02,Nepal,6019,118,1952
2020-04-28,Bangladesh,8976,178,1005
2020-04-26,Bangladesh,2648,90,1876
2020-04-29,Pakistan,9685,610,2338
2020-04-03,Bangladesh,6301,156,4084
2020-04-27,India,3447,142,1248
2020-04-24,Pakistan,7411,393,2723
2020-04-26,Sri Lanka,9313,877,4498
2020-04-03,Sri Lanka,8364,442,296
2020-04-23,Nepal,3845,280,2270
2020-04-24,Pakistan,5057,482,4310
2020-04-07,Pakistan,3731,357,472
2020-04-27,India,6251,572,4643
2020-04-16,Bangladesh,5178,303,2239
2020-04-09,India,7316,116,5779
2020-04-06,Pakistan,8021,301,190
2020-04-05,Nepal,7291,42,3331
2020-04-02,India,2788,77,2095
2020-04-15,Sri Lanka,3259,185,1548
2020-04-03,Bangladesh,5393,212,2737
2020-04-13,India,5294,259,2924
2020-04-24,Pakistan,3666,310,1896
2020-04-26,Nepal,9288,343,3864
2020-04-26,Bangladesh,1858,158,1581
2020-04-12,India,4528,166,612
2020-04-10,Bangladesh,2281,77,755
2020-04-05,Bangladesh,8160,767,915
2020-04-18,Sri Lanka,1452,88,832
2020-04-20,Nepal,1322,81,466
2020-04-29,Pakistan,9456,901,535
2020-04-28,Bangladesh,3275,43,2223
2020-04-14,Nepal,3560,173,1633
2020-04-08,Sri Lanka,5439,216,3448
2020-04-17,Bangladesh,6550,572,2119
2020-04-18,India,7361,271,3554
2020-04-15,Pakistan,5449,204,2989
2020-04-21,Nepal,2048,190,1290
2020-04-07,Sri Lanka,3161,201,1254
2020-04-22,Bangladesh,8094,324,6586
2020-04-14,Sri Lanka,6918,258,3281
2020-04-26,Sri Lanka,9176,10,372
2020-04-17,Sri Lanka,4637,46,4144
2020-04-18,Nepal,5193,140,3753
2020-04-08,Nepal,7930,675,4192
2020-04-07,Nepal,4636,108,3381
2020-04-27,Pakistan,7027,118,5361
2020-04-23,Sri Lanka,9329,669,2340
2020-04-14,India,1861,124,1412
2020-04-29,India,8205,256,2087
2020-04-22,Nepal,1499,96,1227
2020-04-18,Sri Lanka,7872,471,2316
2020-04-21,Pakistan,2009,66,1262
2020-04-16,India,7142,149,1036
2020-04-11,Bangladesh,2214,89,157
2020-04-05,Bangladesh,1805,106,1618
2020-04-21,Pakistan,8218,816,1987
2020-04-26,Pakistan,2560,170,499
2020-04-04,Pakistan,9220,334,3820
2020-04-26,Bangladesh,1749,152,337
2020-04-22,Bangladesh,7993,741,266
2020-04-11,Sri Lanka,1539,22,1172
2020-04-17,Bangladesh,8813,289,8167
2020-04-04,Sri Lanka,5365,110,1273
2020-04-16,Pakistan,8233,71,6717
2020-04-08,Bangladesh,9469,942,6949
